,saleprice,overallqual,totalsqfeet,centralair,garagecars,lotfrontage,bsmtunfsf,lotarea,x1stflrsf,mszoning_RM,age,functional,openporchsf,bsmtexposure,overallcond,yearbuilt,wooddecksf,x2ndflrsf,neighrich,heatingqc,condition1_Norm,bsmtfullbath,mszoning_RL,kitchenqual,salecondition_Normal,screenporch,neighborhood_CollgCr,neighborhood_Sawyer,neighborhood_Crawfor,enclosedporch
189,12.563747089802,8,3186,1,2,41,440,4923,1593,0,6,7,120,3,5,2001,0,0,2,5,1,1,1,5,1,224,0,0,0,0
190,12.6603279178078,8,3580,1,2,70,556,10570,1549,0,13,3,74,1,8,1932,0,1178,1,3,1,0,1,4,1,0,0,0,1,0
191,12.122691036591101,7,2204,1,2,73,99,7472,725,0,3,7,32,1,9,1972,0,754,1,4,1,1,1,4,1,0,0,0,0,0
192,12.1652506510099,7,2862,1,2,68,871,9017,1431,0,10,7,35,3,5,1999,0,0,1,5,1,1,1,4,1,0,1,0,0,0
193,11.775289729437699,7,2679,1,2,24,970,2522,970,1,2,3,40,1,5,2004,0,739,1,5,1,0,0,4,1,0,0,0,0,0
194,11.7519423654407,5,1728,1,1,60,474,7180,864,0,36,7,0,3,7,1972,0,0,1,3,1,0,1,3,1,0,1,0,0,0
195,11.9083402372249,6,2311,1,2,24,289,2280,855,0,33,7,0,1,6,1976,87,601,1,3,1,0,1,3,1,0,0,0,0,0
196,12.650348126203198,7,3452,1,3,79,600,9416,1726,0,0,7,138,1,5,2007,171,0,1,5,1,1,1,5,0,266,0,0,0,0
197,12.367340793126301,8,4472,1,2,174,140,25419,1360,0,16,7,16,1,4,1918,0,1360,1,4,0,1,1,4,0,0,0,0,0,552
198,11.5521461781235,6,2984,1,0,92,755,5520,929,1,59,7,198,1,6,1912,0,929,1,5,1,0,0,3,0,0,0,0,0,30
199,12.524162674153303,8,3426,1,3,76,625,9591,1713,0,4,7,26,3,5,2004,0,0,2,5,1,1,1,5,1,170,0,0,0,0
200,11.849397701591402,4,2242,1,2,80,1121,8546,1121,1,6,7,64,1,5,2003,132,0,1,5,1,0,0,3,1,0,0,0,0,0
201,12.0523385455881,6,2475,1,2,75,276,10125,1279,0,31,7,83,1,6,1977,238,0,1,3,1,0,1,3,1,0,0,0,0,0
202,11.6262541502772,6,1927,1,1,50,0,7000,865,0,56,6,0,1,6,1924,0,445,1,4,0,0,1,3,1,0,0,0,0,126
203,11.911701584927599,6,1696,1,2,70,186,4438,848,1,4,7,0,3,5,2004,149,0,1,5,1,1,0,4,1,0,1,0,0,0
204,11.608235644774599,5,2004,1,1,50,408,3500,720,1,59,7,35,1,7,1947,0,564,1,3,1,0,0,3,1,0,0,0,0,0
205,12.103486056755099,7,2866,1,2,99,1424,11851,1442,0,19,7,34,1,5,1990,0,0,1,5,1,0,1,3,1,0,0,0,0,0
206,11.8768738928755,5,2836,1,1,40,1140,13673,1696,0,45,5,30,1,5,1962,0,0,1,3,0,0,1,3,1,0,0,1,0,0
207,11.856515169360302,4,2200,1,1,73,375,12493,1100,0,48,7,0,1,5,1960,355,0,1,3,1,1,1,3,1,0,0,0,0,0
208,12.5317727851695,7,3219,1,2,67,92,14364,1180,0,18,7,55,4,5,1988,60,882,1,5,1,1,1,3,1,154,0,0,0,0
209,11.8844890214027,6,2184,1,2,75,305,8250,1092,0,44,7,0,1,7,1964,0,0,1,5,1,1,1,3,1,0,0,0,0,0
210,11.4927227576527,5,1728,0,0,67,396,5604,864,0,58,7,0,1,6,1925,0,0,1,3,1,1,1,3,1,0,0,0,0,96
211,12.133501952695301,6,2424,1,2,83,1176,10420,1212,0,1,7,22,2,5,2009,100,0,1,5,1,0,1,4,1,0,0,0,0,0
212,12.4398712298317,7,2752,1,2,72,78,8640,932,0,0,7,108,1,5,2009,168,920,1,5,1,1,0,4,0,0,0,0,0,0
213,11.9576112862317,5,1980,1,2,43,274,13568,990,0,11,7,0,1,5,1995,224,0,1,5,1,0,1,3,1,0,1,0,0,0
214,11.9938072123631,6,2081,1,1,70,311,10900,689,0,33,7,36,1,7,1977,0,703,1,5,1,0,1,3,1,0,1,0,0,0
215,11.808947661697,5,2306,1,1,72,710,10011,1236,0,10,6,0,1,6,1957,0,0,1,3,1,0,1,4,1,0,0,0,0,0
216,12.254862809699599,7,2872,1,2,65,490,8450,1436,0,4,7,98,2,5,2004,139,0,1,5,1,1,1,4,1,0,1,0,0,0
217,11.580584113443999,4,2014,0,1,57,686,9906,810,1,56,7,172,1,4,1925,0,518,1,2,1,0,0,3,0,0,0,0,0,60
218,12.649154617209598,7,2752,1,2,70,457,15660,1137,0,2,7,119,1,9,1939,0,817,1,5,1,0,1,4,1,0,0,0,1,150
219,12.0271851854705,7,2496,1,2,43,1232,3010,1248,0,0,7,0,3,5,2005,108,0,1,5,1,0,1,4,0,0,0,0,0,0
220,12.230277334226999,7,2996,1,2,73,1498,8990,1498,0,0,7,33,2,5,2006,351,0,1,5,1,0,1,4,0,0,1,0,0,0
221,12.2060726455302,6,3277,1,2,64,1010,8068,1010,0,7,7,46,1,5,2002,120,1257,1,5,1,0,1,4,1,0,0,0,0,0
222,12.1001564199386,6,2265,1,2,85,163,11475,811,0,31,7,208,1,6,1975,209,741,1,3,0,1,1,3,1,0,0,0,0,0
223,11.4824662574855,4,1728,1,2,70,160,10500,864,0,38,7,0,1,6,1971,216,0,1,4,1,0,1,3,0,0,0,0,0,0
224,12.8642401071941,10,4784,1,3,103,2336,13472,2392,0,6,7,105,4,5,2003,248,0,2,5,1,0,1,5,1,0,0,0,0,0
225,11.6262541502772,5,1932,1,1,21,630,1680,630,1,38,7,0,1,5,1971,0,672,0,3,1,0,0,3,0,0,0,0,0,0
226,12.577636201962699,7,3723,1,3,82,638,9950,1214,0,12,7,114,1,5,1995,224,1306,2,5,1,0,1,4,0,0,0,0,0,0
227,11.5711943730942,6,1470,1,1,21,162,1869,483,1,38,7,0,1,6,1970,0,504,0,3,1,0,0,3,1,0,0,0,0,0
228,11.736069016284402,5,1824,1,1,70,70,8521,912,0,43,7,0,1,5,1967,0,0,1,3,0,0,1,3,1,0,0,1,0,0
229,12.167851432710002,7,2928,1,2,43,1357,3182,1555,0,3,7,20,3,5,2005,143,0,1,5,1,0,1,4,1,0,0,0,0,0
230,11.904967552746301,6,2388,1,1,73,1194,8760,1194,0,51,7,0,1,6,1959,0,0,1,3,1,1,1,3,1,0,0,0,0,120
231,12.9066918409288,8,4256,1,3,174,773,15138,1490,0,13,7,146,1,5,1995,0,1304,2,5,1,1,1,5,1,0,0,0,0,202
232,11.4563551134818,6,1470,1,1,21,483,1680,483,1,34,7,0,1,5,1972,0,504,0,3,1,0,0,3,1,0,0,0,0,0
233,11.761346823468699,5,1788,1,1,75,0,10650,894,0,34,7,0,3,6,1976,365,0,1,3,1,1,1,3,1,0,1,0,0,0
234,12.285345826424699,6,2820,1,2,64,235,7851,860,0,8,7,48,1,5,2002,288,1100,1,5,1,1,1,4,1,0,0,0,0,0
235,11.4019939042629,6,1470,1,1,21,125,1680,483,1,37,7,0,1,3,1971,0,504,0,3,1,0,0,3,1,0,0,0,0,0
236,12.130810161029599,7,2828,1,2,65,1390,8773,1414,0,6,7,105,3,5,2004,132,0,1,5,1,0,1,4,1,0,1,0,0,0
237,12.1781874420406,7,2740,1,2,67,594,9453,1014,0,7,7,70,1,7,1993,370,730,1,5,0,0,1,4,1,0,0,0,0,0
238,12.669806661762301,8,3388,1,3,93,1694,12030,1694,0,0,7,228,1,5,2007,168,0,2,5,1,0,1,4,0,0,0,0,0,0
239,11.635143097694499,6,2222,1,1,52,641,8741,798,0,60,7,140,1,4,1945,0,689,1,3,1,0,1,3,1,0,0,0,0,0
240,12.4780063610138,8,3132,1,2,75,488,9000,1566,0,2,7,168,3,5,2008,144,0,1,5,1,1,0,4,1,0,0,0,0,0
241,11.612770799939899,5,1552,1,0,40,357,3880,866,1,10,7,42,1,9,1945,58,0,1,4,1,0,0,4,1,0,0,0,0,0
242,11.277203131449198,5,1980,0,1,63,540,5000,889,1,56,7,0,1,4,1900,0,551,1,4,1,0,0,3,1,0,0,0,0,77
243,11.6952470217642,6,1843,1,1,75,626,10762,626,0,29,7,28,1,6,1980,0,591,1,3,1,0,1,3,1,0,0,0,0,0
244,12.2307652581205,7,3058,1,2,67,253,8880,1222,0,8,7,130,1,5,1994,0,888,1,5,1,1,1,4,1,0,0,0,0,0
245,12.394624752074803,7,3717,1,2,80,916,10400,1872,0,18,7,39,3,5,1988,197,0,1,4,1,0,1,3,1,0,0,0,0,0
246,11.8277362048103,6,2948,0,1,69,1020,9142,908,1,56,7,60,1,8,1910,0,1020,1,4,1,0,0,2,1,0,0,0,0,112
247,11.849397701591402,6,2742,1,2,75,1367,11310,1375,0,52,7,30,1,5,1954,0,0,1,5,1,0,1,3,1,0,0,0,0,0
248,12.100712129872301,7,2508,1,2,72,840,11317,840,0,4,7,68,1,5,2003,144,828,1,5,1,0,1,4,1,0,1,0,0,0
249,12.5317727851695,6,3588,1,2,80,747,159000,1444,0,1,7,98,4,7,1958,0,700,1,4,1,0,1,4,1,0,0,0,0,0
250,11.245046019814598,3,2034,1,0,55,728,5350,1306,0,44,4,0,1,2,1940,263,0,1,5,1,0,1,2,1,0,0,0,0,0
251,12.367340793126301,8,3198,1,2,44,0,4750,1625,1,0,7,0,4,5,2006,123,0,1,5,1,1,0,4,0,153,0,0,1,0
252,12.061046873479901,6,2438,1,2,65,798,8366,798,0,4,7,45,1,5,2004,138,842,1,5,1,0,1,4,1,0,0,0,0,0
253,11.9703503120091,6,2604,1,1,85,452,9350,1302,0,16,6,0,4,7,1964,333,0,1,5,1,0,1,4,1,0,0,0,0,0
254,11.8844890214027,5,2628,1,1,70,392,8400,1314,0,53,7,0,1,6,1957,250,0,1,3,1,1,1,3,1,0,0,0,0,0
255,12.3458345879053,7,3266,1,2,66,975,8738,1005,0,7,7,0,1,5,1999,192,1286,1,5,1,0,1,4,1,0,0,0,0,0
256,12.2428866186529,6,2592,1,2,64,361,8791,864,0,5,7,56,1,5,2003,216,864,1,5,1,0,0,4,1,0,0,0,0,0
257,12.3013828253345,7,3208,1,2,68,270,8814,1604,0,3,7,110,1,5,2006,123,0,1,5,1,1,1,4,0,0,1,0,0,0
258,12.352335152508399,7,2755,1,2,80,602,12435,963,0,7,7,96,1,5,2001,0,829,1,5,1,0,1,4,1,0,1,0,0,0
259,11.4824662574855,5,882,1,1,70,0,12702,882,1,52,7,45,0,5,1956,0,0,1,4,1,0,0,3,1,0,0,0,0,0
260,12.0782392740203,6,2744,1,2,120,0,19296,1382,0,47,7,0,4,5,1962,0,0,1,3,0,1,1,3,1,0,0,0,0,252
261,12.528156144699302,8,4056,1,3,69,1482,9588,1482,0,0,7,148,1,5,2007,0,1092,1,5,1,0,1,5,0,0,1,0,0,0
262,11.9250351157971,6,1718,1,2,88,0,8471,1212,0,11,7,12,3,7,1977,292,0,1,3,1,1,1,3,1,0,0,1,0,0
263,11.775289729437699,5,2242,1,2,50,0,5500,926,1,9,7,0,1,7,1929,0,0,1,3,1,1,0,3,1,0,0,0,0,0
264,11.198214720130501,5,1444,0,2,30,680,5232,764,1,4,7,0,1,5,1925,0,0,1,4,0,0,0,3,1,0,0,0,0,0
265,12.0753943218881,6,2844,1,2,78,606,12090,1422,0,27,7,0,1,6,1981,276,0,1,3,1,0,1,4,1,0,0,0,0,0
266,12.1281111040605,6,2313,1,2,70,88,11207,802,0,9,7,75,3,5,1997,95,709,1,4,1,1,1,3,1,0,0,0,0,0
267,12.097930486910501,5,2912,1,1,60,342,8400,1052,0,11,7,24,1,8,1939,262,720,1,5,1,0,1,4,1,0,0,0,0,0
268,11.699405031912802,5,1518,1,1,71,212,6900,778,1,53,7,25,1,6,1940,0,0,0,5,1,0,0,3,1,0,0,0,0,0
269,11.904967552746301,6,2256,1,1,65,392,7917,1113,0,31,7,30,1,7,1976,370,0,1,3,1,1,1,3,1,0,0,0,0,0
270,12.4912515877638,8,3034,1,3,84,1095,10728,1095,0,0,7,51,2,5,2006,192,844,1,4,1,0,0,4,0,0,0,0,0,0
271,12.394624752074803,7,2748,1,2,73,96,39104,1363,0,3,4,0,4,7,1954,81,0,1,5,1,1,1,3,1,0,0,0,0,0
272,12.577636201962699,8,3422,1,3,92,628,11764,1164,0,3,7,57,1,7,1999,132,1106,2,5,1,0,1,4,1,0,0,0,0,0
273,11.842229212112802,6,2872,1,1,80,0,9600,1632,0,21,6,0,1,6,1958,289,0,1,4,0,1,1,3,1,0,0,0,0,0
274,11.7320609948869,5,1632,1,1,76,270,8314,816,0,25,7,0,4,7,1982,168,0,1,3,1,0,1,3,1,0,0,0,0,0
275,12.2307652581205,7,2500,0,2,55,952,7264,952,0,2,7,0,1,7,1925,74,596,1,4,1,0,1,5,1,144,0,0,0,0
276,12.211060187041198,7,3120,1,2,129,1560,9196,1560,0,7,7,150,1,5,2003,100,0,1,5,1,0,1,4,1,0,0,0,0,0
277,11.856515169360302,4,1728,1,2,140,744,19138,864,0,59,7,0,1,5,1951,0,0,1,5,1,0,1,3,1,0,0,0,0,0
278,12.9367516138114,9,4242,1,3,107,2121,14450,2121,0,0,7,98,4,5,2006,124,0,2,5,1,0,1,5,0,142,0,0,0,0
279,12.1652506510099,7,3182,1,2,83,768,10005,1156,0,31,7,117,1,5,1977,288,866,1,5,1,0,1,3,1,0,0,0,0,0
280,12.339291489316402,7,2789,1,2,82,386,11287,1175,0,18,7,84,3,6,1989,0,807,1,4,1,0,1,4,1,0,0,0,0,0
281,12.1281111040605,6,2524,1,2,60,357,7200,1262,0,0,7,120,1,5,2006,0,0,1,4,1,0,0,4,0,0,0,0,0,0
282,12.2428866186529,7,2628,1,2,34,410,5063,1314,0,1,7,62,1,5,2007,172,0,2,5,1,1,1,4,1,0,0,0,0,0
283,12.4073795022352,8,2936,1,3,74,1468,9612,1468,0,0,7,150,1,5,2008,210,0,1,5,0,0,1,4,0,0,0,0,0,0
284,12.096257779523,6,3150,1,2,50,1145,8012,1575,0,15,7,0,1,5,1992,0,0,1,4,1,1,1,4,1,0,0,0,0,52
285,12.0118809161657,7,1875,1,2,35,625,4251,625,0,0,7,54,1,5,2006,0,625,1,5,1,0,0,4,0,0,0,0,0,0
286,11.9766594812024,6,2646,1,2,77,312,9786,1085,0,25,7,0,1,7,1962,0,649,1,3,1,0,1,4,1,128,0,0,0,0
287,11.3850920934603,4,1716,1,0,73,244,8125,858,0,35,7,0,1,4,1971,0,0,1,3,1,0,1,3,1,0,0,0,0,0
288,11.711776323715402,5,1782,1,1,72,432,9819,900,0,43,7,0,1,5,1967,0,0,1,3,1,0,1,3,1,0,0,1,0,0
289,11.9419443260321,6,2094,1,1,60,698,8730,698,0,4,7,0,1,7,1915,0,698,1,5,0,0,1,3,1,259,0,0,0,0
290,12.3597803701244,8,2998,1,2,120,1079,15611,1079,0,0,7,51,3,5,2006,0,840,1,5,1,0,1,4,0,0,1,0,0,0
291,11.819674600139198,5,2496,0,0,55,570,5687,936,0,8,7,184,1,6,1912,0,780,1,5,1,1,1,2,1,0,0,0,0,0
292,11.782952602183302,5,2484,1,1,60,476,11409,1148,0,1,5,0,1,4,1949,0,568,1,4,1,0,1,3,1,160,0,0,0,0
293,12.367340793126301,7,3058,1,2,80,0,16659,1468,0,12,7,250,1,7,1977,0,795,1,2,0,1,1,4,1,0,0,0,0,0
294,12.0257490913989,6,3060,1,2,80,131,9600,1644,0,56,7,0,1,5,1953,110,0,1,3,1,1,1,3,1,0,0,0,0,0
295,11.867097278690801,6,2006,1,2,37,184,7937,1003,0,22,7,0,3,6,1984,120,0,1,3,1,1,1,3,1,0,0,0,0,0
296,11.9316357998284,5,2468,1,1,75,490,13710,910,1,57,7,0,1,5,1950,289,648,0,3,1,0,0,3,1,0,0,0,0,0
297,12.384218830913598,7,2925,1,2,66,326,7399,975,0,9,7,10,1,5,1997,0,975,1,5,1,0,0,4,1,198,0,0,0,0
298,12.072541252905701,6,2445,1,2,90,143,11700,1041,0,39,7,0,1,6,1968,224,702,1,4,1,0,1,3,1,0,0,0,0,0
299,11.9735098722995,6,2244,1,1,80,1092,14000,1152,0,5,7,36,1,8,1950,0,0,1,5,1,0,1,4,0,0,0,0,1,0
300,11.964001084330402,5,2501,1,1,90,324,15750,1336,0,53,7,0,2,5,1953,0,0,1,3,1,1,1,3,1,0,0,0,1,0
301,12.4950039373824,8,3480,1,2,66,747,16226,1210,0,8,7,50,1,5,1998,208,1242,1,5,1,0,1,4,1,0,1,0,0,0
302,12.2307652581205,7,3082,1,3,118,1541,13704,1541,0,4,7,81,1,5,2001,468,0,1,5,1,0,1,4,1,0,1,0,0,0
303,11.9177236840907,5,1788,1,2,70,0,9800,894,0,34,7,0,1,7,1972,256,0,1,3,1,1,1,3,0,0,1,0,0,0
304,12.594730635322001,7,4963,1,3,87,1470,18386,1675,1,6,7,0,1,9,1880,302,1818,1,5,1,0,0,4,1,0,0,0,0,0
305,12.631013530139,8,4000,1,3,80,536,10386,2000,0,2,7,0,1,5,2004,168,0,1,5,1,1,1,4,1,0,1,0,0,0
306,12.3238556811866,7,2943,1,3,116,0,13474,1122,0,16,7,44,1,5,1990,127,1121,1,4,0,1,1,4,1,0,0,0,0,224
307,11.4019939042629,6,1725,1,0,60,319,7920,1035,1,58,7,144,1,7,1920,0,371,0,3,0,0,0,2,1,0,0,0,0,0
308,11.320553572322801,4,1722,1,2,65,599,12342,861,0,59,7,0,1,5,1940,158,0,1,5,1,0,1,3,1,0,0,0,0,0
309,12.7938593104323,9,3840,1,3,90,622,12378,1944,0,2,7,175,4,5,2003,208,0,2,5,1,1,1,5,1,0,0,0,0,0
310,12.017330520933301,6,2198,1,2,64,179,7685,697,0,12,7,63,1,5,1993,190,804,1,4,1,0,1,4,1,0,0,0,0,0
311,11.7905572015685,6,1944,1,1,50,292,8000,972,0,7,7,0,1,6,1948,0,0,1,5,1,1,1,3,1,0,0,0,0,0
312,11.694413341015599,5,1911,1,2,65,286,7800,793,1,56,7,0,2,7,1939,0,325,1,3,0,1,0,3,1,271,0,0,0,0
313,12.8346813049525,7,4172,1,2,150,80,215245,2036,0,44,7,0,4,5,1965,0,0,1,3,1,2,1,3,1,0,0,0,0,0
314,12.089538829274199,7,2369,1,2,60,712,9600,832,1,16,7,0,1,7,1925,0,809,1,5,1,0,0,5,1,0,0,0,0,234
315,12.146853285870199,7,2148,1,2,71,291,7795,716,0,4,7,51,1,5,2004,100,716,1,5,1,1,1,4,1,0,0,0,0,0
316,12.468436909997699,7,3198,1,2,94,153,13005,1153,0,29,7,195,1,7,1980,288,1200,1,3,1,1,1,5,1,0,0,0,0,0
317,12.506177237980499,8,3047,1,3,75,1088,9000,1088,0,1,7,46,3,5,2006,208,871,1,5,1,0,0,4,1,0,0,0,0,0
318,12.468436909997699,7,3993,1,3,90,360,9900,1372,0,16,7,60,4,5,1993,340,1274,2,5,1,1,1,4,1,0,0,0,0,144
319,12.1415341243926,7,2844,1,2,80,336,14115,1472,0,29,7,48,3,5,1980,233,0,1,3,1,1,1,3,1,0,0,0,0,0
320,12.744444367796099,9,3845,1,3,111,1249,16259,1249,0,0,7,154,3,5,2006,240,1347,2,5,1,0,1,4,0,0,0,0,0,0
321,12.777052192115901,8,3604,1,3,99,166,12099,1136,0,3,7,154,3,5,2004,184,1332,2,5,1,1,1,4,1,0,0,0,0,0
322,12.614865543731,7,4232,1,2,86,0,10380,1553,0,20,7,96,4,5,1986,201,1177,1,5,1,1,1,4,1,0,0,0,0,0
323,11.745425111208501,3,2325,1,1,49,906,5820,1163,1,1,7,98,1,8,1955,142,0,1,5,1,1,0,3,1,0,0,0,0,0
324,12.3966930051388,7,3688,1,2,96,710,11275,1898,0,3,7,0,1,7,1967,240,1080,1,5,0,0,1,4,1,0,0,0,0,0
325,11.3736633976367,5,1523,0,2,50,604,5000,803,1,57,7,0,3,6,1941,0,0,0,1,0,0,0,3,1,0,0,0,0,244
326,12.6884987947745,8,3438,1,2,32,100,10846,1719,0,15,7,30,4,5,1993,122,0,1,5,1,2,1,4,1,0,0,0,0,0
327,11.886211674714199,6,2766,1,1,80,818,11600,1383,0,46,7,45,1,5,1960,0,0,1,3,1,0,1,3,1,0,0,0,0,0
328,12.276065017350199,6,2978,0,2,51,844,11888,1445,0,15,7,60,1,6,1916,0,689,1,4,0,0,1,4,1,0,0,0,0,268
329,11.2644641056717,5,1788,0,1,60,596,6402,596,1,59,7,0,2,5,1920,0,596,0,3,1,0,0,3,1,0,0,0,0,137
330,11.6868787720937,5,3456,1,1,73,1424,10624,1728,0,43,7,0,1,4,1964,155,0,1,3,1,0,1,3,1,0,0,0,0,0
331,11.842229212112802,5,2112,1,1,70,210,8176,1056,0,15,7,0,1,6,1958,0,0,1,2,1,1,1,3,1,0,0,0,0,0
332,12.556729517143301,8,4835,1,3,85,1603,10655,1629,0,5,7,0,1,5,2003,0,0,2,5,1,1,1,4,1,0,0,0,0,0
333,12.240474072247501,7,2716,1,2,59,638,8198,1358,1,4,7,30,3,5,2004,192,0,2,5,1,1,0,4,1,0,0,0,0,0
334,12.1652506510099,6,2581,1,2,59,115,9042,943,0,10,7,38,4,5,1998,100,695,1,4,1,1,1,3,1,0,0,0,0,0
335,12.341258918085199,5,3285,1,2,82,103,164660,1619,0,43,7,0,4,6,1965,670,167,1,5,1,2,1,3,1,0,0,0,0,0
336,12.841129801965401,9,3844,1,3,86,673,14157,1922,0,1,7,51,4,5,2005,178,0,2,5,1,1,1,4,1,0,0,0,0,0
337,12.273731294004,7,3072,1,2,70,726,9135,1536,0,5,7,74,3,5,2002,192,0,1,5,1,1,1,4,1,0,1,0,0,0
338,12.2184951655287,7,2829,1,2,91,995,14145,1621,0,8,7,45,2,7,1984,108,0,1,5,1,1,1,4,1,0,0,0,0,0
339,11.951180395901401,6,2430,1,1,66,630,12400,1215,0,11,7,0,1,7,1958,0,0,1,3,0,0,1,3,1,234,0,0,0,0
340,12.220468525813901,8,2875,1,2,85,967,14191,993,0,8,7,0,1,5,2002,135,915,1,5,1,0,1,4,1,0,0,0,0,0
341,11.3144745262464,4,1562,1,1,60,721,8400,841,0,59,7,0,1,4,1950,250,0,1,4,0,0,0,3,1,0,0,0,0,24
342,11.3793940723457,3,1040,0,2,73,0,8544,1040,0,56,7,0,0,4,1949,0,0,1,2,1,0,1,3,1,0,0,0,0,0
343,12.4912515877638,9,3368,1,2,63,1656,8849,1684,0,3,7,72,1,5,2005,495,0,2,5,1,0,1,5,1,0,0,0,0,0
344,11.3504065354725,5,1648,1,1,36,175,2592,536,1,34,7,0,1,3,1976,182,576,0,3,1,0,0,3,1,0,0,0,0,0
345,11.850825253582599,6,2549,1,1,65,972,6435,972,0,56,7,0,1,5,1939,0,605,1,4,0,0,1,2,1,0,0,0,0,0
346,11.928340903931598,6,1916,1,1,73,460,12772,958,0,9,7,0,2,8,1960,0,0,1,3,1,0,1,3,1,0,0,0,0,0
347,11.967180737247801,6,2956,1,2,73,208,17600,1478,0,49,7,40,1,5,1960,0,0,1,5,1,1,1,3,1,0,0,0,0,0
348,11.9447078813958,7,2390,1,2,36,191,2448,764,0,4,7,27,1,5,2003,0,862,2,5,1,1,1,4,1,0,0,0,0,0
349,12.988040814744501,9,4576,1,3,56,438,20431,1848,0,0,7,0,1,5,2005,0,880,2,5,1,1,1,5,0,0,0,0,0,0
350,12.6699984672658,9,3738,1,2,68,1869,7820,1869,0,0,7,54,1,5,2007,210,0,2,5,1,0,1,5,0,0,0,0,0,0
351,12.154779351142599,7,2906,1,2,80,371,5271,1453,0,20,7,80,4,5,1986,0,0,1,4,1,1,1,4,0,184,0,0,0,0
352,11.4616321705827,5,1727,0,1,60,0,9084,616,0,58,7,0,2,6,1941,48,495,1,3,0,0,1,3,1,0,0,0,0,0
353,11.570250531589501,6,1344,1,2,60,624,8520,720,1,7,7,0,1,8,1928,106,0,1,4,1,0,0,3,1,0,0,0,0,0
354,11.849397701591402,6,2535,1,1,60,552,8400,1192,0,6,7,0,1,5,1940,0,403,1,5,1,0,1,3,1,0,0,0,0,108
355,12.086725887897598,6,2400,1,2,105,322,11249,1200,0,12,7,26,1,5,1995,0,0,1,5,1,1,1,4,1,0,1,0,0,0
356,12.061046873479901,6,2325,1,2,64,598,9248,1167,0,17,7,26,1,6,1992,120,0,1,4,1,1,1,4,1,0,0,0,0,0
357,11.805595078933,5,2284,1,2,44,268,4224,1142,1,31,7,90,1,5,1976,536,0,0,3,1,1,0,3,1,0,0,0,0,0
358,11.775289729437699,5,2414,1,1,92,468,6930,1352,0,48,5,0,3,4,1958,168,0,1,5,1,0,1,4,0,0,0,0,0,294
359,12.5425448821514,8,3010,1,2,78,130,12011,1086,0,8,7,75,3,5,1998,208,838,2,5,1,1,1,4,1,374,0,0,0,0
360,11.9576112862317,6,1800,1,2,74,115,7540,912,0,29,7,0,3,6,1978,0,0,1,5,1,1,1,3,1,192,0,0,0,0
361,11.8844890214027,5,2388,1,1,51,484,9144,988,0,26,7,0,1,5,1940,0,517,1,4,1,1,1,3,1,0,0,0,0,0
362,12.1985443791094,7,1922,1,2,64,0,7301,495,0,6,7,0,0,5,2003,0,1427,1,5,1,0,1,4,1,0,0,0,0,177
363,11.6784399034478,6,1470,1,1,21,321,1680,483,1,2,7,0,1,8,1972,250,504,0,4,1,0,0,4,1,0,0,0,0,0
364,12.154779351142599,6,2370,1,2,80,84,18800,790,0,30,7,111,2,5,1976,306,784,1,3,1,1,1,3,1,0,0,0,0,0
365,11.898187865760901,5,2016,1,1,59,216,10690,672,1,12,7,128,1,7,1920,0,672,0,4,1,0,0,3,1,0,0,0,0,218
366,11.9766594812024,6,2788,1,2,73,785,9500,1394,0,46,7,76,1,5,1963,0,0,1,4,1,1,1,3,1,185,0,0,0,0
367,12.0137007528827,6,2530,1,1,101,728,9150,1431,0,46,7,110,4,5,1962,64,0,1,4,1,0,1,3,1,0,0,0,0,0
368,11.7905572015685,5,2536,1,1,78,728,7800,1268,0,56,7,98,1,6,1954,0,0,1,4,1,0,1,3,1,0,0,0,0,0
369,11.9953516142145,5,2350,1,2,73,733,9830,1287,0,4,7,17,1,7,1959,364,0,1,5,1,1,1,4,1,182,0,0,0,0
370,12.057572637211699,6,2617,1,2,64,953,8121,953,0,6,7,40,1,5,2000,100,711,1,5,1,0,1,3,1,0,0,0,0,0
371,11.8088137739691,4,1588,1,2,80,0,17120,1120,0,49,5,59,0,4,1959,0,468,1,3,0,0,1,3,1,0,0,0,0,0
372,11.736069016284402,6,1496,1,1,50,0,7175,752,0,26,7,0,1,5,1984,353,0,1,3,1,1,1,3,1,90,0,0,0,0
373,11.7199396343546,5,1927,1,1,79,0,10634,1319,0,56,5,0,1,6,1953,66,0,1,3,1,1,1,3,1,0,0,0,0,0
374,12.2991075114974,7,2775,1,2,65,847,8200,847,0,3,7,48,1,5,2003,100,1081,1,5,1,0,1,4,1,0,1,0,0,0
375,11.018629143155401,1,1587,0,0,65,333,10020,904,0,59,3,0,4,1,1922,0,0,1,4,1,1,1,2,1,0,0,0,0,0
376,11.904967552746301,5,1784,1,2,57,572,8846,914,0,10,7,0,3,5,1996,0,0,1,5,1,0,1,3,1,0,1,0,0,0
377,12.7367008965923,8,4046,1,2,102,1580,11143,1580,0,2,7,214,1,5,2004,159,886,1,5,1,0,0,4,1,0,0,0,0,0
378,12.8852020343219,9,3712,1,3,88,411,11394,1856,0,0,7,0,3,2,2010,113,0,2,5,1,1,1,5,0,0,0,0,0,0
379,12.0951410848229,6,2782,1,2,60,982,8123,1007,0,9,7,63,1,5,2000,100,793,1,5,0,0,1,3,1,0,0,0,0,0
